piano_tariff,metodo_pagamento,sesso,etacl,zona_attivaz,canale_attivaz,vas1,vas2,q01_out_ch_peak,q01_out_dur_peak,q01_out_val_peak,q01_out_dur_offpeak,q01_out_val_offpeak,q01_in_ch_tot,q01_in_dur_tot,q01_ch_sms,q09_out_ch_peak,q09_out_dur_peak,q09_out_val_peak,q09_out_dur_offpeak,q09_out_val_offpeak,q09_in_ch_tot,q09_in_dur_tot,q09_ch_sms,test
8,2,2,23.04,2,9,1,1,0,0,0,0,0,0,0,0,17,1048,7.125,0,0,26,2131,0,0
6,2,1,32.13,3,5,1,1,107.723803,11861,54.0441,0,0,107,12932,0,212,27425,114.9958,0,0,148,18843,5,0
7,3,3,19.4,4,5,2,1,0,0,0,0,0,0,0,0,465,33083,153.4698,0,0,265,19909,1,0
7,1,1,20.65,2,5,1,1,0,0,0,0,0,0,0,0,210,19855,89.0671,0,0,182,19397,0,0
7,2,1,19.8,2,5,1,2,0,0,0,0,0,0,0,0,90,9133,40.231,0,0,9,1044,3,0
7,2,1,18.78,1,5,1,1,0,0,0,0,0,0,0,0,256,38025,155.6648,0,0,286,26051,0,0
7,2,1,36.95,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,32.45,1,5,1,1,116,11133,49.7131,0,0,42,3227,0,26,2543,11.3269,0,0,15,2280,0,0
7,1,1,23.31,3,5,1,1,0,0,0,0,0,0,0,0,988,115945,495.5569,0,0,291,20650,0,0
6,3,2,38,2,7,2,1,215,46372,175.1972,0,0,166,24994,0,266,51312,121.9474,0,0,54,4936,0,0
7,2,3,26.75,3,5,2,1,82,7709.69793,35.2384,0,0,211,17054,0,220,18330,85.0191,0,0,280,37133,4,0
7,2,3,35.47,1,5,1,1,42,3666,19.6863,961,7.8341,51,6452,0,37,4781,20.069,0,0,25,3674,0,0
7,1,3,31.96,1,7,1,1,28,1550,14.2542,4768,21.4846,157,9118,0,350,27956,131.1573,0,0,212,17209,0,0
8,3,3,18.78,2,5,1,1,0,0,0,0,0,0,0,0,12,786,5.2668,0,0,7,470,0,0
7,3,1,35.57,4,5,1,1,139,8981.70541,57.4083,4725,13.1325,90,6283,0,185,9775,52.2267,0,0,221,12933,0,0
8,2,3,23.18,1,9,1,1,0,0,0,0,0,0,0,0,21,3013,17.6034,0,0,35,1348,0,0
7,2,3,25.11,2,5,1,1,49,4047,35.1284,0,0,24,947,0,45,6683,27.3588,0,0,22,2529,0,0
7,1,1,50.45,1,7,1,1,402,34588,158.8513,0,0,370,25692,72,359,37539,110.1794,0,0,337,30228,8,0
8,3,2,24.09,3,5,2,1,0,0,0,0,0,0,0,0,59,3962,26.2887,0,0,21,2143,0,0
3,3,1,35.63,1,7,1,1,5,301,1.9811,253,0.9529,5,101,0,5,147,1.2317,0,0,2,48,0,0
7,2,1,44.42,1,8,2,1,159,21585,117.6515,17488,49.9713,75,9736,0,210,33719,136.1726,0,0,82,9631,0,0
7,2,1,36.06,2,5,2,1,90,5726,45.6589,710,5.2653,128,9775,0,113,8366,40.1029,0,0,69,6204,0,0
7,2,1,16.78,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,23.67,3,5,1,1,0,0,0,0,0,0,0,0,262,32340,136.8611,0,0,110,18270,84,0
7,2,3,15.47,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,50.06,4,5,1,1,0,0,0,0,0,17,209,0,2,38,0.4013,0,0,5,11,0,0
7,1,1,21.67,3,5,2,1,0,0,0,0,0,0,0,0,223,26311,104.599,0,0,40,3227,12,0
7,3,1,24.09,2,5,1,1,0,0,0,0,0,0,0,0,399,46476,198.8535,0,0,315,34861,1,0
7,3,3,36.91,2,9,2,1,0,0,0,0,0,0,0,0,107,5534,28.6442,0,0,158,9889,0,0
7,2,3,25.11,1,5,1,1,77,23783,64.5995,0,0,48,2559,0,185,33727,133.7226,0,0,73,9188,0,0
7,2,1,27.57,1,7,1,2,0,0,0,0,0,0,0,0,226,66995,250.9097,0,0,116,9430,0,0
7,3,1,49.08,1,5,2,1,162,17900,78.9704,11712,25.1866,165,5351,0,145,17410,81.8564,20460,44.9292,145,10650,0,0
8,3,1,21.24,1,5,1,1,0,0,0,0,0,0,0,0,461,31632,209.3685,0,0,178,12445,0,0
7,3,1,52.45,2,5,1,1,61,3920,22.235,754,1.9021,41,3214,0,239,18766,88.2563,0,0,115,8361,0,0
7,2,2,23.04,3,9,1,1,0,0,0,0,0,0,0,0,69,2680,16.132,0,0,60,1795,1,0
8,2,1,26.06,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,21.01,4,5,1,1,0,0,0,0,0,0,0,0,374,29972,140.4814,0,0,105,8625,0,0
8,3,3,23.5,3,5,1,1,0,0,0,0,0,0,0,0,37,2135,14.6581,0,0,32,3690,0,0
8,2,1,24.09,3,9,1,1,0,0,0,0,0,0,0,0,23,1637,10.7619,0,0,24,1553,0,0
7,3,3,50.29,4,5,1,1,11,679,3.4432,0,0,3,46,0,38,3410,15.5128,0,0,0,0,0,0
7,2,1,36.55,2,5,1,1,72,4495,29.2025,213,0.7478,120,7718,3,262,22505,103.5408,0,0,182,15760,1,0
7,2,1,24.36,1,8,2,1,0,0,0,0,0,0,0,0,170,47447,177.5078,0,0,61,6822,4,0
6,2,1,31.96,3,5,1,1,150,15365,67.6052,0,0,296,15538,0,139,15233,66.0218,0,0,180,16067,0,0
7,3,3,39.6,1,5,1,1,93,11416,65.0415,2748,10.1845,271,43257,0,14,1480,6.4753,0,0,108,2693,0,0
7,2,1,27.67,2,2,1,1,21,1011,5.6046,0,0,15,389,0,13,634,3.4964,0,0,11,398,0,0
7,2,1,42.59,2,5,2,1,0,0,0,0,0,0,0,0,22,1807,8.4136,0,0,83,6539,0,0
8,2,3,33.63,3,5,1,1,13,576,4.1456,768,2.4681,6,43,0,14,1065,6.9019,0,0,0,0,0,0
7,3,3,39.01,1,5,1,1,168,17422.397,58.355,0,0,174,9230,0,114,7027,35.4481,0,0,116,8988,0,0
7,3,1,18.78,2,5,1,1,0,0,0,0,0,0,0,0,554,87117,352.9709,0,0,618,62065,33,0
7,1,1,22.85,2,5,1,1,0,0,0,0,0,0,0,0,319,11276,71.0603,0,0,268,12304,16,0
6,2,1,30.75,1,5,2,1,123.043135,4987,26.4514,0,0,74,5023,0,126,9299,43.7651,0,0,76,9680,0,0
7,3,1,26.88,1,5,2,1,0,0,0,0,0,0,0,0,181,24013,97.0913,0,0,126,21842,0,0
8,3,1,22.06,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,21.9,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0
7,2,3,20.72,3,5,1,1,0,0,0,0,0,0,0,0,135,47350,174.8547,0,0,0,0,0,0
7,2,1,18,2,5,2,1,0,0,0,0,0,0,0,0,306,72879,400.3388,0,0,133,32176,0,0
8,3,2,24.62,1,5,1,1,0,0,0,0,0,0,0,0,5,211,1.5974,0,0,1,65,0,0
8,3,1,38.13,3,5,1,1,0,0,0,0,0,0,0,0,24,2537,15.4772,0,0,14,653,0,0
7,2,3,41.08,1,5,1,1,0,0,0,0,0,0,0,0,153,16118,70.4757,0,0,46,4205,13,0
7,3,1,27.4,1,5,2,1,76,7135,32.0962,0,0,59,4612,0,103,8853,40.7226,0,0,157,16969,0,0
7,2,1,23.01,3,5,2,1,0,0,0,0,0,0,0,0,258,37620,150.7181,0,0,155,22234,0,0
7,2,3,28.42,2,5,2,1,0,0,0,0,0,0,0,0,143,45005,70.72,0,0,46,9673,56,0
6,2,1,34.45,4,3,1,1,77.1330903,7735,35.7884,0,0,59,7946,3,173,18722,81.6415,0,0,110,14017,0,0
7,3,1,18.65,4,5,2,1,0,0,0,0,0,0,0,0,222,24389,85.407,0,0,135,11355,20,0
8,3,3,47.7,1,5,1,2,13,496,3.7562,979,3.9344,49,4171,0,55,4827,30.411,0,0,32,2622,0,0
3,3,1,36.06,1,7,1,1,21,3331,18.3755,308,0.9895,39,2652,0,23,2265,13.3948,60,0.2556,43,1799,0,0
3,3,3,44.59,2,7,1,1,21,1322,8.6006,22,0.1591,9,294,0,26,2203,13.4031,0,0,19,1070,0,0
8,2,3,42.88,3,5,1,1,0,0,0,0,0,0,0,0,60,3916,26.2613,0,0,73,5822,0,0
8,2,3,16.52,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,22.85,3,9,1,1,0,0,0,0,0,0,0,0,178,27502,159.2851,0,0,105,13967,85,0
7,2,3,22.49,1,5,1,1,0,0,0,0,0,0,0,0,197,26761,111.0852,0,0,154,14465,0,0
8,3,3,25.44,1,5,1,1,55,3334,22.659,0,0,64,3727,0,39,2170,15.0428,0,0,85,4689,0,0
7,3,1,43.44,1,5,2,1,467,45044,201.1078,0,0,330,36721,0,494,73138,290.5907,0,0,435,58063,0,0
7,2,1,20.52,3,5,2,1,0,0,0,0,0,0,0,0,164,13924,61.4677,0,0,180,17339,0,0
8,2,2,19.5,1,9,1,1,0,0,0,0,0,0,0,0,3,99,0.817,0,0,3,45,0,0
8,2,3,14.98,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,25.11,2,5,1,1,5,348,2.2987,0,0,4,328,0,51,2601,18.4917,0,0,3,74,0,0
7,2,3,19.83,2,9,1,1,0,0,0,0,0,0,0,0,113,7511,37.0925,0,0,98,5585,0,0
8,2,3,23.93,3,3,1,1,0,0,0,0,0,0,0,0,129,15013,90.1362,0,0,116,21088,4,0
7,2,1,43.44,2,5,1,1,49,5197,22.7236,0,0,0,0,0,60,5797,25.7924,0,0,0,0,0,0
8,2,3,44.42,3,5,2,1,2,67,0.6652,134,0.5123,15,366,3,101,26315,83.1666,0,0,25,2887,56,0
8,2,3,42.09,2,5,1,1,2,62,0.5082,293,1.2612,14,649,0,3,411,2.4155,0,0,7,543,0,0
7,3,3,41.4,2,5,1,1,271,22560,104.6605,0,0,226,14740,0,360,27053,111.3161,0,0,170,17290,0,0
7,2,3,19.18,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
8,3,3,24.45,1,5,2,1,0,0,0,0,0,0,0,0,42,6021,34.1915,0,0,32,7121,0,0
7,1,2,24.32,2,5,1,1,0,0,0,0,0,0,0,0,207,17309,80.0983,0,0,1,11,0,0
7,2,1,41.57,1,7,2,1,441,64583,268.3562,0,0,219,21829,7,448,136403,322.4809,0,0,235,22078,44,0
7,2,1,35.77,3,8,1,1,8,876,6.8208,458,1.3552,10,214,0,79,11053,45.7219,0,0,19,1842,0,0
3,3,1,46.68,3,5,1,1,0,0,0,0,0,0,0,0,79,26559,106.2682,20700,70.7019,108,16735,0,0
8,2,3,33.63,1,7,1,1,83,6494,48.7308,1029,6.529,42,2786,0,17,1009,6.9252,0,0,83,5040,0,0
7,2,1,20.16,2,5,1,2,0,0,0,0,0,0,0,0,306,61265,239.5968,0,0,254,31026,28,0
4,1,2,44.09,3,5,1,1,74,10501.2888,29.5656,5677,21.6055,111,11088,0,308,35893,184.7702,3690,13.6107,415,53428,0,0
7,3,1,33.63,1,5,1,2,393,85318,404.1415,18875,55.5036,738,61631,0,567,98103,391.7475,0,0,442,64352,0,0
7,2,3,21.86,1,5,1,1,0,0,0,0,0,0,0,0,564,78560,324.6071,0,0,317,43538,1,0
8,2,3,47.34,2,5,1,1,117,12645,78.957,0,0,106,5700,0,84,7291,45.927,0,0,161,12119,0,0
8,2,1,15.14,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,22.49,2,5,1,1,0,0,0,0,0,0,0,0,438,43448,192.7892,0,0,137,16277,0,0
3,2,1,34.45,1,5,1,1,54,6615,37.7613,1303,4.2406,152,15602,0,2,210,1.2281,0,0,1,42,0,0
6,2,3,33.27,2,5,2,1,39,1482,8.96,0,0,58,3967,0,85,7183,20.7864,0,0,28,2301,2,0
7,2,1,26.98,2,5,1,1,242,33111,137.4116,0,0,245,20315,0,567,123468,478.0475,0,0,333,37448,27,0
8,2,1,25.11,3,3,2,1,34,2433,15.9766,0,0,40,3071,0,188,25576,150.4506,0,0,163,25589,3,0
7,2,1,31.77,1,5,1,1,289,26671,119.6641,0,0,247,25823,0,259,27191,118.4267,0,0,233,27902,0,0
8,3,3,24.59,1,2,1,1,0,0,0,0,0,0,0,0,43,5362,31.9114,0,0,38,10077,0,0
7,2,1,28.26,3,5,1,1,51,3281,16.4182,0,0,180,10968,0,100,7389,35.4388,0,0,220,19503,0,0
8,2,1,28.19,2,5,1,1,104.268814,9368,62.4954,0,0,77,6376,0,88,11994,70.5372,0,0,113,18543,0,0
7,1,1,41.21,3,7,1,1,74,6534,39.4325,2593,8.4482,185,13799,0,56,3473,17.5869,0,0,116,18784,0,0
3,3,3,48.06,1,5,1,1,17,1561,9.3505,638,3.2506,2,95,0,45,5785,32.8523,659,2.2951,8,776,0,0
3,1,3,39.77,3,3,1,1,-29.107615,300,2.1815,314,1.8303,37,926,0,14,422,3.499,266,1.6051,133,3893,0,0
7,3,3,45.44,1,5,2,1,74,7696,42.0887,5870,22.769,168,13097,0,187,20027,90.4285,2183,7.6188,191,18782,36,0
3,1,1,44.32,1,5,1,1,-17.640084,1243,9.0421,992,5.3081,82,1394,0,13,777,5.1222,0,0,25,1062,0,0
6,1,1,29.14,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,33.4,4,5,2,1,0,0,0,0,0,0,0,0,1332,123039,504.4095,0,0,249,36267,3,0
4,2,1,29.4,3,5,2,1,0,0,0,0,0,0,0,0,69,10207,48.438,624,1.8954,93,10871,0,0
8,2,1,23.5,1,5,2,1,0,0,0,0,0,0,0,0,46,6612,12.9202,0,0,169,25947,0,0
7,1,3,23.67,1,5,2,1,0,0,0,0,0,0,0,0,387,43029,185.893,0,0,279,48253,3,0
8,2,1,34.32,3,5,1,1,0,0,0,0,0,0,0,0,113,9505,60.2648,0,0,61,4472,3,0
7,1,3,43.21,1,5,1,1,792,57630,322.8708,11164,36.5021,743,39417,6,0,0,0,0,0,0,0,0,0
8,2,1,24.59,2,5,1,1,0,0,0,0,0,0,0,0,76,8241,50.071,0,0,81,8724,2,0
8,3,1,17.77,2,5,1,1,0,0,0,0,0,0,0,0,57,4714,30.0387,0,0,108,4030,0,0
8,1,3,21.08,1,5,1,1,0,0,0,0,0,0,0,0,261,29196,176.5353,0,0,285,37279,0,0
7,2,1,36.68,2,5,2,1,0,0,0,0,0,0,0,0,983,187553,641.9043,0,0,389,27648,0,0
8,1,1,34,2,5,1,1,27,1197,8.9218,0,0,5,210,0,110,8227,53.5091,0,0,46,4400,0,0
7,3,1,45.44,2,7,2,1,248,15477,78.2153,0,0,53,3080,0,203,16004,75.3567,0,0,36,3194,0,0
6,2,1,29.5,3,5,2,1,152,8556,44.3626,0,0,109,10734,0,130,9056,43.3307,0,0,88,7228,0,0
7,3,2,39.57,2,5,1,1,46,3740,22.9451,1258,5.6753,46,1570,0,80,10595,44.1658,0,0,92,8397,0,0
7,3,3,48.68,1,5,2,1,433,34728,150.7223,0,0,102,9851,192,218,15822,76.1826,0,0,108,8403,12,0
8,2,1,24.59,1,6,2,1,0,0,0,0,0,0,0,0,265,32597,194.2694,0,0,124,13681,0,0
8,2,1,23.01,2,9,1,1,0,0,0,0,0,0,0,0,141,13021,81.171,0,0,68,8294,0,0
7,2,1,21.18,1,5,1,1,0,0,0,0,0,0,0,0,233,44566,165.886,0,0,273,40634,6,0
8,2,3,43.21,3,5,2,1,0,0,0,0,0,0,0,0,78,4343,28.2657,0,0,52,5717,0,0
8,3,1,27.44,1,7,1,1,90,10439,62.7795,0,0,120,4861,0,99,6085,41.1926,0,0,22,1089,0,0
7,1,1,24.06,1,5,1,1,0,0,0,0,0,0,0,0,58,3332,17.3127,0,0,35,3080,1,0
7,3,1,15.6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,44.42,1,7,1,1,3,125,2.0261,2035,6.1035,13,427,0,44,2598,17.7532,0,0,25,1133,0,0
8,2,1,22.78,2,3,1,1,0,0,0,0,0,0,0,0,85,21137,116.9687,0,0,103,5732,0,0
8,3,3,20.78,1,5,1,2,0,0,0,0,0,0,0,0,2,214,2.0302,578,1.5902,8,127,0,0
7,2,3,33.63,1,5,2,1,210,16592.5765,77.091,1855,7.813,175,7071,0,306,20081,97.1579,0,0,291,16414,0,0
7,1,1,23.96,1,5,2,1,0,0,0,0,0,0,0,0,189,13042,61.5121,0,0,121,10363,2,0
8,3,1,27.96,2,5,1,1,62,13647,76.2203,0,0,43,3996,0,94,10595,63.9931,0,0,79,11591,0,0
7,2,1,16.78,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,21.67,1,9,1,1,0,0,0,0,0,0,0,0,65,7216,43.6824,0,0,25,3334,0,0
6,3,1,35.9,3,5,1,1,74,5993,28.0116,0,0,56,4029,0,120,8890,42.6067,0,0,95,8847,0,0
7,3,1,40.98,2,2,2,1,194,22719.2428,107.8011,3466,11.9069,190,35531,0,136,22492,90.4848,0,0,221,41699,0,0
7,2,2,27.96,3,5,1,1,212,17135,80.0234,0,0,131,9229,0,175,17267,76.7579,0,0,102,13363,0,0
8,2,3,27.83,4,5,1,1,0,0,0,0,0,0,0,0,32,4281,25.2382,0,0,122,18975,1,0
8,2,2,17.47,2,9,1,1,0,0,0,0,0,0,0,0,10,896,5.6237,0,0,6,343,0,0
8,2,1,22.16,1,9,2,1,0,0,0,0,0,0,0,0,388,86366,182.8872,0,0,60,5139,84,0
8,3,3,19.01,2,5,1,1,0,0,0,0,0,0,0,0,10,590,5.3975,2181,6.168,24,1320,0,0
8,2,2,18.62,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,48.91,4,5,1,1,32,3331,13.118,3260,19.111,16,1151,0,115,20474,104.7927,13389,38.5809,84,9854,5,0
8,2,3,20.16,1,9,1,1,0,0,0,0,0,0,0,0,9,379,2.8715,0,0,34,5164,0,0
8,2,1,23.67,1,5,1,1,0,0,0,0,0,0,0,0,15,3558,19.7787,0,0,88,18069,0,0
8,2,3,24.42,2,3,1,1,0,0,0,0,0,0,0,0,30,1958,13.1294,0,0,37,3212,0,0
8,2,3,20.75,2,9,1,1,0,0,0,0,0,0,0,0,23,2058,12.9202,0,0,26,2459,0,0
7,1,3,50.09,3,5,2,1,66,12353.4634,51.2501,10021,25.3565,102,9236,3,204,30440,93.0247,0,0,80,11117,30,0
7,3,1,27.11,2,5,1,1,124,17237,71.2855,0,0,85,2411,0,129,14465,62.4815,0,0,14,2193,0,0
7,3,1,38.91,2,5,2,1,170,32520,132.0642,2080,6.6287,112,7022,0,240,40255,161.5916,0,0,122,15954,6,0
6,2,3,29.11,1,5,2,1,137,8758,43.8116,0,0,35,2615,0,165,10178,47.9639,0,0,53,3073,1,0
6,2,1,32.75,3,5,1,1,22,4694.77027,22.1095,0,0,36,4148,0,3,1169,4.2825,0,0,8,2415,0,0
8,2,3,39.08,2,5,1,1,32,2664,16.2668,394,1.6212,128,9257,0,46,4304,26.8031,0,0,164,14514,0,0
7,2,1,22,2,5,1,1,0,0,0,0,0,0,0,0,421,62918,257.9568,0,0,223,29379,0,0
7,3,3,40,2,9,2,1,0,0,0,0,0,0,0,0,362,104042,313.2993,0,0,130,12206,1256,0
7,2,3,41.57,2,5,1,1,64,6680,64.7327,6330,48.8723,167,17254,0,99,11374,48.878,0,0,82,17437,0,0
8,2,3,20.95,3,9,2,1,0,0,0,0,0,0,0,0,29,1724,6.9985,0,0,4,314,1,0
3,2,3,35.47,4,5,1,1,32,1141,8.8562,300,1.382,32,859,0,9,400,2.8756,47,0.2226,13,270,0,0
6,2,1,30.75,3,5,1,1,146,32046,123.8825,0,0,285,46556,0,193,20408,89.2866,0,0,336,39008,0,0
8,3,1,34.88,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,3,17.63,1,5,2,1,0,0,0,0,0,0,0,0,42,1061,8.7751,0,0,2,65,0,0
8,2,3,15.7,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,39.08,1,8,2,1,56,3515,26.5526,4983,20.5674,105,10562,78,223,21438,90.083,0,0,163,17254,75,0
6,2,1,33.73,1,5,1,1,83,12454,53.9212,0,0,85,10607,5,72,9690,40.3678,0,0,92,12196,1,0
6,2,1,33.14,3,5,1,1,72,7831,34.0485,0,0,63,8138,0,102,9975,44.1225,0,0,46,6987,0,0
3,3,3,49.7,3,6,1,1,18,3490,18.8378,0,0,91,11935,0,42,5439,30.802,0,0,85,10648,0,0
7,3,1,23.67,2,6,1,1,0,0,0,0,0,0,0,0,591,120239,469.5533,0,0,287,32397,0,0
6,3,1,30.98,1,5,2,1,108,7324,36.3694,0,0,179,17945,7,68,9021,87.8142,0,0,230,30030,2,0
8,2,1,21.67,4,5,1,1,0,0,0,0,0,0,0,0,44,2154,15.5805,0,0,71,8856,0,0
8,3,3,34.88,3,5,2,1,0,0,0,0,0,0,0,0,172,16416,101.8732,0,0,80,15423,6,0
8,2,2,27.27,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,3,38.91,3,5,2,1,50,4382,35.1542,1850,6.2899,86,9705,0,74,4855,32.5156,0,0,61,4845,0,0
8,3,2,24.42,2,5,2,1,0,0,0,0,0,0,0,0,12,275,2.1366,0,0,3,114,1,0
8,3,2,23.01,1,5,1,1,0,0,0,0,0,0,0,0,67,3862,26.707,0,0,7,401,2,0
7,2,1,20.49,2,5,1,2,0,0,0,0,0,0,0,0,331,33781,148.6755,0,0,33,4409,0,0
7,2,3,21.21,2,9,2,1,0,0,0,0,0,0,0,0,469,64710,254.8436,0,0,179,20796,0,0
8,3,1,34.62,2,7,1,1,89.1596503,3660,24.1392,1660,6.0766,190,18103,15,92,5593,38.1574,0,0,201,15983,48,0
8,3,1,29.11,2,5,1,2,13,1044,6.4221,63,0.47,7,264,0,32,1950,13.2962,0,0,17,1319,0,0
7,2,1,42.78,2,5,1,1,0,0,0,0,0,0,0,0,103,8120,38.1305,0,0,44,2588,0,0
8,3,3,23.93,2,5,1,1,0,0,0,0,0,0,0,0,9,371,2.8302,0,0,19,953,0,0
8,3,2,41.08,2,5,1,1,6,463,3.7887,575,2.1392,43,2555,0,4,177,1.3201,0,0,20,2231,0,0
7,2,1,29.6,1,5,2,1,252,49014,192.5956,0,0,244,18119,168,225,38646,153.7327,0,0,61,4385,139,0
7,1,3,45.67,1,5,1,1,513,100675,388.6627,0,0,56,3652,34,545,106936,357.9836,0,0,128,9522,4,0
8,2,3,34.62,1,5,1,1,10,339,2.5219,389,1.7937,6,152,0,12,803,5.146,1275,4.4803,2,504,0,0
7,3,1,50.03,1,5,2,1,0,0,0,0,0,0,0,0,234,34698,141.8774,0,0,286,63049,12,0
8,2,3,23.5,3,5,1,1,0,0,0,0,0,0,0,0,42,3105,20.2456,0,0,73,4169,0,0
7,1,1,17.44,3,8,1,2,0,0,0,0,0,0,0,0,310,41295,172.1511,0,0,162,12752,25,0
8,3,1,14.98,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,49.73,1,5,1,1,0,0,0,0,0,0,0,0,551,40092,214.702,0,0,567,40280,0,0
8,2,3,29.27,1,5,2,1,24,956,7.1049,663,2.4377,29,2732,0,147,23589,136.0404,0,0,117,18115,17,0
8,2,2,19.54,1,9,1,1,0,0,0,0,0,0,0,0,2,61,0.519,0,0,10,262,0,0
7,2,1,36.06,1,5,2,1,127.49857,22633,93.5448,0,0,123,11922,4,111,26507,71.3031,0,0,52,8984,0,0
7,2,3,17.77,2,5,1,2,0,0,0,0,0,0,0,0,124,12027,53.6826,0,0,122,9199,0,0
8,2,1,20,3,5,2,1,0,0,0,0,0,0,0,0,81,7616,21.2419,0,0,108,9019,0,0
8,2,3,15.47,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,28.75,3,5,1,1,29,1116,8.4255,583,3.4448,148,2774,0,99,5691,39.3835,0,0,52,3525,0,0
7,2,3,18,3,5,1,1,0,0,0,0,0,0,0,0,177,16768,75.1672,0,0,102,11058,0,0
7,2,1,20.19,1,5,2,1,0,0,0,0,0,0,0,0,210,30236,124.4439,0,0,223,22419,0,0
3,1,3,52.19,3,5,2,1,90,4254.42845,25.7113,4247,10.56,184,8571,0,47,3337,15.3682,12113,27.8102,128,9370,0,0
6,1,3,33.63,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,35.63,2,5,2,1,136.782257,12072,53.3634,1836,6.4531,36,1277,0,34,3031,8.0082,0,0,20,1515,0,0
7,1,1,41.14,2,5,1,1,11,985,4.9533,0,0,68,4624,0,14,1163,5.399,0,0,46,2907,0,0
3,3,3,45.44,4,5,1,1,9,1900,10.1732,1710,5.2746,63,9146,0,4,308,1.9119,201,0.8207,82,7394,0,0
6,3,1,32.91,1,5,1,1,104,6927,34.2824,0,0,309,19857,0,130,8998,44.0052,0,0,334,23622,0,0
8,2,2,27.11,2,5,2,1,118.437332,7068,47.0585,0,0,28,2384,0,172,24659,65.3437,0,0,75,12551,0,0
8,2,3,15.24,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,32.13,1,5,2,1,115,17541,71.3836,0,0,194,15335,0,142,27484,107.9343,0,0,173,16559,0,0
8,2,3,15.63,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,36.55,2,5,1,1,104.112177,18683,152.1172,2615,7.264,76,18631,0,152,29933,150.4439,0,0,88,14613,0,0
3,3,1,38.59,4,7,1,1,42,2930,17.9639,1292,4.4085,38,776,0,15,389,3.4422,249,1.4595,16,557,0,0
8,2,3,48,1,5,1,2,66,4425,28.3447,739,3.014,104,6404,0,125,14253,85.9333,0,0,124,10237,2,0
8,2,3,18.85,4,9,1,1,0,0,0,0,0,0,0,0,9,268,2.3024,0,0,25,1108,0,0
7,3,2,20.78,2,5,2,1,0,0,0,0,0,0,0,0,79,6373,28.5647,0,0,43,3150,0,0
8,3,1,24.09,2,5,1,1,0,0,0,0,0,0,0,0,60,4854,31.0659,0,0,82,6893,0,0
8,2,1,28.45,1,5,1,1,77,3178,24.2389,0,0,74,9748,0,257,21849,138.4874,0,0,139,16722,0,0
7,1,1,15.63,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,46.78,1,8,2,1,0,0,0,0,0,0,0,0,123,11644,99.9706,15270,51.498,206,25961,0,0
8,2,3,15.47,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,22.52,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,46.09,3,5,1,1,55,2246,16.5039,3221,10.8688,40,3474,0,7,487,3.0925,0,0,26,1599,0,0
8,3,1,36.55,1,5,1,1,9,501,3.3668,0,0,0,0,0,31,1952,12.6997,497,1.4693,24,1734,0,0
7,3,2,27.11,3,5,1,1,236,25202,109.8168,0,0,94,5589,0,764,51205,252.6177,0,0,61,2654,0,0
7,2,1,35.18,1,2,1,1,97.4007363,8112,74.9033,0,0,93,5004,0,71,9052,38.0949,0,0,51,2375,0,0
7,2,1,30.19,2,5,2,1,0,0,0,0,0,0,0,0,301,35858,142.5597,0,0,283,41180,3,0
